|Catagorie|,|Date_In|,|Clerk_ID_In|,|TYPE_CODE|,|Product_scancode|,|Customer_No_Sold|,|P_Description|
|3|,|01/13/2004 12:00:00 AM|,|DIA|,2,|WD842|,,|underwear  type onsie|
|3|,|01/13/2004 12:00:00 AM|,|DIA|,2,|WD877|,,|underwear  type onsie|
|1|,|01/13/2004 12:00:00 AM|,|DIA|,2,|WD802|,,|pants|
|1|,|01/13/2004 12:00:00 AM|,|DIA|,2,|WD894|,,|pants|
|1|,|01/13/2004 12:00:00 AM|,|DIA|,2,|WD889|,,|pants|
|3|,|01/13/2004 12:00:00 AM|,|DIA|,2,|WD906|,,|underwear  type onsie|
|1|,|01/13/2004 12:00:00 AM|,|DIA|,2,|WD958|,,|cotton one piece outfit or set|
|3|,|01/13/2004 12:00:00 AM|,|DIA|,2,|WD812|,,|sandal or shoe|
|3|,|01/13/2004 12:00:00 AM|,|DIA|,2,|WD1398|,,|sandal or shoe|
|3|,|01/13/2004 12:00:00 AM|,|DIA|,2,|WD1371|,,|sox|
|3|,|01/13/2004 12:00:00 AM|,|DIA|,2,|WD1390|,,|sox|
|1|,|01/13/2004 12:00:00 AM|,|DIA|,2,|WD1386|,,|cotton one piece outfit or set|
|3|,|01/13/2004 12:00:00 AM|,|DIA|,2,|WD816|,,|sandal or shoe|
|3|,|01/13/2004 12:00:00 AM|,|DIA|,2,|WD1382|,,|sox|
|3|,|01/13/2004 12:00:00 AM|,|KER|,2,|WD1407|,,|sox|
|3|,|01/13/2004 12:00:00 AM|,|KER|,2,|WD1383|,,|slipper|
|3|,|01/13/2004 12:00:00 AM|,|KER|,2,|WD913|,,|sandal or shoe|
|2|,|01/13/2004 12:00:00 AM|,|KER|,2,|wd876|,,|toy,  puzzle or game|
|3|,|01/13/2004 12:00:00 AM|,|KER|,2,|wd1001|,,|book|
|1|,|01/13/2004 12:00:00 AM|,|SUE|,2,|wd840|,,|shirt|
|2|,|01/13/2004 12:00:00 AM|,|KER|,2,|070097152005|,,|toy,  puzzle or game|
|3|,|01/14/2004 12:00:00 AM|,|LEA|,2,|wd1022|,,|book|
|1|,|01/20/2004 12:00:00 AM|,|KER|,2,|wd4669|,,|overalls|
|2|,|01/15/2004 12:00:00 AM|,|SUE|,2,|wd5903|,,|toy,  puzzle or game|
|3|,|01/15/2004 12:00:00 AM|,|SUE|,2,|wd5906|,,|video or audio tape or cd rom or  dvd|
|3|,|01/15/2004 12:00:00 AM|,|SUE|,2,|wd5902|,,|video or audio tape or cd rom or  dvd|
|2|,|01/15/2004 12:00:00 AM|,|SUE|,2,|wd5886|,,|toy,  puzzle or game|
|3|,|01/15/2004 12:00:00 AM|,|SUE|,2,|wd521|,,|booties|
|2|,|01/15/2004 12:00:00 AM|,|SUE|,2,|wd607|,,|toy,  puzzle or game|
|2|,|01/15/2004 12:00:00 AM|,|SUE|,2,|wd627|,,|toy,  puzzle or game|
|2|,|01/15/2004 12:00:00 AM|,|SUE|,2,|wd5873|,,|toy,  puzzle or game|
|1|,|01/15/2004 12:00:00 AM|,|SUE|,2,|wd451|,,|pants|
|1|,|01/15/2004 12:00:00 AM|,|SUE|,2,|wd334|,,|pants|
|3|,|01/15/2004 12:00:00 AM|,|SUE|,2,|wd601|,,|sox|
|3|,|01/15/2004 12:00:00 AM|,|SUE|,2,|wd475|,,|underwear  type onsie|
|1|,|01/15/2004 12:00:00 AM|,|SUE|,2,|wd434|,,|overalls|
|1|,|01/15/2004 12:00:00 AM|,|SUE|,2,|wd443|,,|shirt|
|1|,|01/15/2004 12:00:00 AM|,|SUE|,2,|wd471|,,|pants|
|1|,|01/15/2004 12:00:00 AM|,|SUE|,2,|wd430|,,|pants|
|1|,|01/15/2004 12:00:00 AM|,|SUE|,2,|wd982|,,|shirt|
|1|,|01/15/2004 12:00:00 AM|,|SUE|,2,|wd597|,,|shirt|
|1|,|01/15/2004 12:00:00 AM|,|SUE|,2,|wd514|,,|shirt|
|1|,|01/15/2004 12:00:00 AM|,|SUE|,2,|wd587|,,|shirt|
|1|,|01/15/2004 12:00:00 AM|,|SUE|,2,|wd996|,,|shirt|
|1|,|01/15/2004 12:00:00 AM|,|SUE|,2,|wd615|,,|pj,  night gowns,  robes|
|3|,|01/15/2004 12:00:00 AM|,|SUE|,2,|wd526|,,|booties|
|1|,|01/15/2004 12:00:00 AM|,|SUE|,2,|wd538|,,|pants|
|1|,|01/16/2004 12:00:00 AM|,|SUE|,2,|wd1627|,,|pants|
