|Index|,|Quanity|,|Quanity_sold_latest|,|Customer_No_product|,|Customer_No_Sold|,|Quick_Scancode|,|Product_scancode|,|TYPE_CODE|,|CONDITION_CODE|,|SIZE_CODE|,|NOTES|,|P_Description|,|Date_In|,|Date_sold|,|Clerk_ID_In|,|Clerk_ID_sold|,|void|,|Catagorie|,|Listprice|,|REDUCTION|,|Soldprice|,|Invoice#|,|Sale_price|,|Sale_item|,|No_Returned|,|Credit_Applied|
20384,1,0,|3359|,,|c25947c|,|p25946|,2,|2|,|5|,|blankets|,|blankets and linens|,|11/05/1999 12:00:00 AM|,,|SUE|,,0,|3|,4.9500,0,0.0000,,,0,0,0.0000
20389,1,0,|4295|,,|c26393c|,|p25627|,2,|2|,|5|,|blankets|,|blankets and linens|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
20390,1,0,|4295|,,|c26393c|,|p25692|,2,|2|,|5|,|blankets|,|blankets and linens|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
20396,1,0,|4295|,,|c26393c|,|p25800|,2,|2|,|5|,,|hard back childrens books|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|3|,3.9500,0,0.0000,,,0,0,0.0000
20399,1,0,|4295|,,|c26393c|,|p25792|,2,|2|,|5|,,|hard back childrens books|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|3|,3.9500,0,0.0000,,,0,0,0.0000
20405,1,0,|4301|,,|c26412c|,|p25783|,2,|2|,|5|,,|toy or set or game|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|2|,0.9500,0,0.0000,,,0,0,0.0000
20407,1,0,|4393|,,|c26374c|,|p25744|,2,|2|,|5|,,|panties, boxers, briefs|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|1|,0.5000,0,0.0000,,,0,0,0.0000
20408,1,0,|4393|,,|c26374c|,|p25750|,2,|2|,|5|,,|panties, boxers, briefs|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|1|,0.5000,0,0.0000,,,0,0,0.0000
20420,1,0,|4393|,,|c26374c|,|p25813|,2,|2|,|5|,,|winter shirt|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20422,1,0,|4393|,,|c26374c|,|p25760|,2,|2|,|2|,|hat|,|knit|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20423,1,0,|4393|,,|c26374c|,|p25663|,2,|2|,|5|,,|solid or print average swt sh|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
20425,1,0,|2680|,,|c26397c|,|p25677|,2,|2|,|5|,,|average solid sox|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
20426,1,0,|2680|,,|c26397c|,|p25629|,2,|2|,|5|,,|average solid sox|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
20430,1,0,|436|,,|c26373c|,|p25853|,2,|2|,|5|,,|used booties, pre-walking shoes|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|1|,0.9500,0,0.0000,,,0,0,0.0000
20432,1,0,|436|,,|c26373c|,|p25655|,2,|2|,|5|,,|BOOT SNOW AND RAIN|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|5|,6.9500,0,0.0000,,,0,0,0.0000
20434,1,0,|436|,,|c26373c|,|p25812|,2,|2|,|5|,,|toy or set or game|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|2|,5.9500,0,0.0000,,,0,0,0.0000
20436,1,0,|436|,,|c26373c|,|p25799|,2,|2|,|5|,,|toy or set or game|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|2|,0.5000,0,0.0000,,,0,0,0.0000
20443,1,0,|2692|,,|c26424c|,|p25645|,2,|2|,|5|,,|sox better|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|3|,0.9500,0,0.0000,,,0,0,0.0000
20445,1,0,|4392|,,|c26421c|,|p25687|,2,|2|,|5|,,|non-clothing items|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|3|,8.9500,0,0.0000,,,0,0,0.0000
20447,1,0,|4392|,,|c26421c|,|p25637|,2,|2|,|5|,,|non-clothing items|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|3|,2.9500,0,0.0000,,,0,0,0.0000
20448,1,0,|4392|,,|c26421c|,|p25857|,2,|2|,|5|,,|underwear  type|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|1|,1.9500,0,0.0000,,,0,0,0.0000
20450,1,0,|4392|,,|c26421c|,|p25691|,2,|2|,|5|,,|cotton sets and sleepers|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|1|,1.9500,0,0.0000,,,0,0,0.0000
20451,1,0,|4392|,,|c26421c|,|p25683|,2,|2|,|5|,,|underwear type t|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|1|,0.9500,0,0.0000,,,0,0,0.0000
20452,1,0,|4392|,,|c26421c|,|p25646|,2,|2|,|2|,|hat|,|knit|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
20453,1,0,|4392|,,|c26421c|,|p25787|,2,|2|,|5|,,|toy or set or game|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|2|,0.9500,0,0.0000,,,0,0,0.0000
20454,1,0,|4392|,,|c26421c|,|p25650|,2,|2|,|5|,,|sandal or shoe|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|3|,2.9500,0,0.0000,,,0,0,0.0000
20458,1,0,|3366|,,|c26378c|,|p25560|,2,|2|,|5|,,|under-dress frilly panties|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|1|,0.9500,0,0.0000,,,0,0,0.0000
20461,1,0,|3366|,,|c26378c|,|p25705|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
20463,1,0,|3366|,,|c26378c|,|p25698|,2,|2|,|5|,,|plain or print|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
20464,1,0,|3366|,,|c26378c|,|p25736|,2,|2|,|5|,,|summer weight jkt|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|5|,3.9500,0,0.0000,,,0,0,0.0000
20465,1,0,|3366|,,|c26378c|,|p25666|,2,|2|,|5|,|pants|,|pants|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20466,1,0,|3366|,,|c26378c|,|p25662|,2,|2|,|5|,,|summer weight jkt|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|5|,3.9500,0,0.0000,,,0,0,0.0000
20468,1,0,|3366|,,|c26378c|,|p25729|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
20469,1,0,|3366|,,|c26378c|,|p25733|,2,|2|,|5|,|pants|,|pants|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20471,1,0,|3366|,,|c26378c|,|p25707|,2,|2|,|5|,,|winter shirt|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20472,1,0,|3366|,,|c26378c|,|p25658|,2,|2|,|5|,,|cotton sets and sleepers|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20474,1,0,|3366|,,|c26378c|,|p25837|,2,|2|,|5|,,|winter shirt|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20477,1,0,|3366|,,|c26378c|,|p25757|,2,|2|,|5|,|blankets|,|blankets and linens|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
20480,1,0,|3366|,,|c26378c|,|p25682|,2,|2|,|5|,,|solid or print average swt sh|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20481,1,0,|3366|,,|c26378c|,|p25674|,2,|2|,|5|,,|shirt|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20482,1,0,|3366|,,|c26378c|,|p25745|,2,|2|,|5|,,|solid or print average swt sh|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20484,1,0,|3366|,,|c26378c|,|p25746|,2,|2|,|5|,,|plain or print|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|1|,5.9500,0,0.0000,,,0,0,0.0000
20485,1,0,|3366|,,|c26378c|,|p25569|,2,|2|,|5|,,|med weight jkt|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|5|,5.9500,0,0.0000,,,0,0,0.0000
20487,1,0,|3366|,,|c26378c|,|p25721|,2,|2|,|5|,,|solid or print average swt sh|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20488,1,0,|3366|,,|c26378c|,|p25709|,2,|2|,|5|,|pants|,|pants|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20489,1,0,|3366|,,|c26378c|,|p25722|,2,|2|,|5|,|pants|,|pants|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20490,1,0,|3366|,,|c26378c|,|p25717|,2,|2|,|5|,,|plain or print|,|11/05/1999 12:00:00 AM|,,|LEA|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
20493,1,0,|3231|,,|c24979c|,|p25588|,2,|2|,|5|,|pants|,|pants|,|11/05/1999 12:00:00 AM|,,|ANN|,,0,|1|,5.9500,0,0.0000,,,0,0,0.0000
20494,1,0,|3231|,,|c24979c|,|p25765|,2,|2|,|5|,,|shirt|,|11/05/1999 12:00:00 AM|,,|ANN|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20495,1,0,|3231|,,|c24979c|,|p25031|,2,|2|,|5|,,|summer weight jkt|,|11/05/1999 12:00:00 AM|,,|ANN|,,0,|5|,5.9500,0,0.0000,,,0,0,0.0000
20497,1,0,|3231|,,|c24979c|,|p25830|,2,|2|,|5|,,|solid or print average swt sh|,|11/05/1999 12:00:00 AM|,,|ANN|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
20498,1,0,|3231|,,|c24979c|,|p25564|,2,|2|,|5|,,|shirt|,|11/05/1999 12:00:00 AM|,,|ANN|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
20499,1,0,|3231|,,|c24979c|,|p25818|,2,|2|,|5|,,|non-clothing items  robe|,|11/05/1999 12:00:00 AM|,,|ANN|,,0,|3|,3.9500,0,0.0000,,,0,0,0.0000
20502,1,0,|3231|,,|c24979c|,|p25970|,2,|2|,|5|,|pants|,|pants|,|11/05/1999 12:00:00 AM|,,|ANN|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
20504,1,0,|3231|,,|c24979c|,|p25573|,2,|2|,|5|,,|shirt|,|11/05/1999 12:00:00 AM|,,|ANN|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
20507,1,0,|3231|,,|c24979c|,|p25544|,2,|2|,|5|,,| dress print or plain|,|11/05/1999 12:00:00 AM|,,|ANN|,,0,|1|,7.9500,0,0.0000,,,0,0,0.0000
20508,1,0,|3231|,,|c24979c|,|p25716|,2,|2|,|5|,,|shirt|,|11/05/1999 12:00:00 AM|,,|ANN|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20509,1,0,|3231|,,|c24979c|,|p25577|,2,|2|,|5|,,|shirt|,|11/05/1999 12:00:00 AM|,,|ANN|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20511,1,0,|3231|,,|c24979c|,|p25773|,2,|2|,|5|,,|shirt|,|11/05/1999 12:00:00 AM|,,|ANN|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20512,1,0,|3231|,,|c24979c|,|p25584|,2,|2|,|5|,|pants|,|pants|,|11/05/1999 12:00:00 AM|,,|ANN|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
20515,1,0,|3231|,,|c24979c|,|p25585|,2,|2|,|5|,,|summer weight jkt|,|11/05/1999 12:00:00 AM|,,|ANN|,,0,|5|,5.9500,0,0.0000,,,0,0,0.0000
20518,1,0,|3231|,,|c24979c|,|p25822|,2,|2|,|5|,,|shirt|,|11/05/1999 12:00:00 AM|,,|ANN|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20521,1,0,|3231|,,|c24979c|,|p25548|,2,|2|,|5|,,|summer weight jkt|,|11/05/1999 12:00:00 AM|,,|ANN|,,0,|5|,3.9500,0,0.0000,,,0,0,0.0000
20539,1,0,|1879|,,|c24988c|,|p25579|,2,|2|,|5|,,|non-clothing items  loetard|,|11/05/1999 12:00:00 AM|,,|ANN|,,0,|3|,3.9500,0,0.0000,,,0,0,0.0000
20542,1,0,|1879|,,|c24988c|,|p25615|,2,|2|,|5|,,|solid or print average swt sh|,|11/05/1999 12:00:00 AM|,,|ANN|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20558,1,0,|3037|,,|c24989c|,|p25041|,2,|2|,|5|,,|summer weight jkt|,|11/05/1999 12:00:00 AM|,,|ANN|,,0,|5|,6.9500,0,0.0000,,,0,0,0.0000
20568,1,0,|3003|,,|c26396c|,|p25882|,2,|2|,|2|,|hat|,|knit|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
20575,1,0,|3252|,,|c25103c|,|p25931|,2,|2|,|5|,|pants|,|pants|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
20576,1,0,|3252|,,|c25103c|,|p25927|,2,|2|,|5|,|pants|,|pants|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
20582,1,0,|3252|,,|c25103c|,|p25903|,2,|2|,|5|,,|winter shirt|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20585,1,0,|3252|,,|c25103c|,|p25891|,2,|2|,|5|,,|sandal or shoe|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|3|,3.9500,0,0.0000,,,0,0,0.0000
20586,1,0,|2584|,,|c26355c|,|p25939|,2,|2|,|5|,,|toy or set or game|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|2|,2.9500,0,0.0000,,,0,0,0.0000
20587,1,0,|2584|,,|c26355c|,| p25935|,2,|2|,|5|,,|toy or set or game|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|2|,3.9500,0,0.0000,,,0,0,0.0000
20589,1,0,|2584|,,|c26355c|,|p25940|,2,|2|,|5|,,|toy or set or game|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|2|,1.9500,0,0.0000,,,0,0,0.0000
20592,1,0,|2584|,,|c26355c|,|p25936|,2,|2|,|5|,,|toy or set or game|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|2|,3.9500,0,0.0000,,,0,0,0.0000
20596,1,0,|2584|,,|c26355c|,|p25937|,2,|2|,|5|,,|toy or set or game|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|2|,0.9500,0,0.0000,,,0,0,0.0000
20597,1,0,|2584|,,|c26355c|,|p25868|,2,|2|,|5|,,|non-clothing items|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
20606,1,0,|3449|,,|c24948c|,|p26075|,2,|2|,|5|,,|plain or print|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|1|,5.9500,0,0.0000,,,0,0,0.0000
20608,1,0,|3449|,,|c24948c|,|p26083|,2,|2|,|5|,,|print or plain skirts|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|1|,4.5000,0,0.0000,,,0,0,0.0000
20609,1,0,|3449|,,|c24948c|,|p24906|,2,|2|,|5|,,|summer weight jkt|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|5|,3.9500,0,0.0000,,,0,0,0.0000
20610,1,0,|3449|,,|c24948c|,|p26087|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|1|,5.9500,0,0.0000,,,0,0,0.0000
20612,1,0,|3449|,,|c24948c|,|p24914|,2,|2|,|5|,,|slipper|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|3|,3.9500,0,0.0000,,,0,0,0.0000
20613,1,0,|3449|,,|c24948c|,|p26026|,2,|2|,|5|,,|denium or dress vest|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20621,1,0,|3059|,,|c26400c|,|p25870|,2,|2|,|5|,,|toy or set or game|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|2|,3.9500,0,0.0000,,,0,0,0.0000
20623,1,0,|3059|,,|c26400c|,|p25874|,2,|2|,|5|,,|non-clothing items|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|3|,0.9500,0,0.0000,,,0,0,0.0000
20630,1,0,|3059|,,|c26400c|,|p25553|,2,|2|,|5|,,|non-clothing items|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|3|,3.9500,0,0.0000,,,0,0,0.0000
20643,1,0,|2479|,,|c25155c|,|p25616|,2,|2|,|5|,,|snap shirt-style onesie|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20645,1,0,|2479|,,|c25155c|,|p25009|,2,|2|,|5|,,|2 or 3 piece sets|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|1|,6.9500,0,0.0000,,,0,0,0.0000
20646,1,0,|2479|,,|c25155c|,|p25609|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|1|,5.9500,0,0.0000,,,0,0,0.0000
20648,1,0,|2479|,,|c25155c|,|p25591|,2,|2|,|5|,,|solid or print average swt sh|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20650,1,0,|2479|,,|c25155c|,|p25079|,2,|2|,|5|,,|summer weight jkt|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|5|,4.9500,0,0.0000,,,0,0,0.0000
20652,1,0,|1016|,,|c24967c|,|p25676|,2,|2|,|5|,,|cotton sets and sleepers|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
20654,1,0,|1016|,,|c24967c|,|p25555|,2,|2|,|5|,,|solid or print average swt sh|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20656,1,0,|1016|,,|c24967c|,|p25563|,2,|2|,|5|,,|GLOVES OR MITTENS|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|5|,1.9500,0,0.0000,,,0,0,0.0000
20662,1,0,|1670|,,|c25134c|,|      p25565|,2,|2|,|5|,,|med weight jkt|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|5|,6.9500,0,0.0000,,,0,0,0.0000
20675,1,0,|1162|,,|c24957c|,|p25601|,2,|2|,|5|,|pants|,|pants|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20676,1,0,|1162|,,|c24957c|,|p26822|,2,|2|,|5|,|pants|,|pants|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20677,1,0,|1162|,,|c24957c|,|p25949|,2,|2|,|5|,|pants|,|pants|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20680,1,0,|1162|,,|c24957c|,|p25034|,2,|2|,|5|,,|plain or print|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|1|,5.9500,0,0.0000,,,0,0,0.0000
20683,1,0,|2115|,,|c24999c|,|p26882|,2,|2|,|5|,,| dress print or plain|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|1|,6.9500,0,0.0000,,,0,0,0.0000
20685,1,0,|2115|,,|c24999c|,|p26898|,2,|2|,|5|,,|denium or dress vest|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|1|,4.5000,0,0.0000,,,0,0,0.0000
20687,1,0,|2115|,,|c24999c|,|           p26894|,2,|2|,|5|,,|o'll or snow pants, snow suits, buntings|,|11/06/1999 12:00:00 AM|,,|SUE|,,0,|5|,8.9500,0,0.0000,,,0,0,0.0000
20698,1,0,|4053|,,|c25140c|,|p26276|,2,|2|,|5|,,|pullover, cardigan|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|1|,5.9500,0,0.0000,,,0,0,0.0000
20699,1,0,|4053|,,|c25140c|,|p26434|,2,|2|,|5|,,|pullover, cardigan|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|1|,5.9500,0,0.0000,,,0,0,0.0000
20703,1,0,|4053|,,|c25140c|,|p26438|,2,|2|,|5|,|pants|,|pants|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
20704,1,0,|4053|,,|c25140c|,|p26159|,2,|2|,|5|,|pants|,|pants|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20705,1,0,|4053|,,|c25140c|,|p26467|,2,|2|,|5|,,|average condition|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|3|,0.9500,0,0.0000,,,0,0,0.0000
20706,1,0,|4053|,,|c25140c|,|p26494|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|1|,5.9500,0,0.0000,,,0,0,0.0000
20708,1,0,|4053|,,|c25140c|,|p26455|,2,|2|,|5|,,|average condition|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|3|,0.9500,0,0.0000,,,0,0,0.0000
20712,1,0,|4053|,,|c25140c|,|p26272|,2,|2|,|5|,,|underwear  type|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|1|,1.9500,0,0.0000,,,0,0,0.0000
20717,1,0,|4053|,,|c25140c|,|p26490|,2,|2|,|5|,,| dress print or plain|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|1|,5.9500,0,0.0000,,,0,0,0.0000
20719,1,0,|1770|,,|c25128c|,|p25944|,2,|2|,|5|,,|shirt|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20721,1,0,|1770|,,|c25128c|,|p26103|,2,|2|,|5|,,|shirt|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20723,1,0,|1770|,,|c25128c|,|p26349|,2,|2|,|5|,|pants|,|pants|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
20724,1,0,|1770|,,|c25128c|,|p26115|,2,|2|,|5|,|pants|,|pants|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
20725,1,0,|1770|,,|c25128c|,|p26288|,2,|2|,|5|,|pants|,|pants|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
20726,1,0,|1770|,,|c25128c|,|p26339|,2,|2|,|5|,|pants|,|pants|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
20727,1,0,|1770|,,|c25128c|,|p26479|,2,|2|,|5|,|pants|,|pants|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
20730,1,0,|2128|,,|c25141c|,|p26270|,2,|2|,|5|,,| dress print or plain|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|1|,6.9500,0,0.0000,,,0,0,0.0000
20732,1,0,|2128|,,|c25141c|,|p26274|,2,|2|,|5|,,|plain or print|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
20734,1,0,|2128|,,|c25141c|,|p26338|,2,|2|,|5|,,|plain or print|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
20735,1,0,|2128|,,|c25141c|,|p26134|,2,|2|,|5|,|pants|,|pants|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20736,1,0,|2128|,,|c25141c|,|p26264|,2,|2|,|5|,,|winter shirt|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20737,1,0,|2128|,,|c25141c|,|p26162|,2,|2|,|5|,|pants|,|pants|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20738,1,0,|2128|,,|c25141c|,|p26459|,2,|2|,|5|,|pants|,|pants|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20743,1,0,|2128|,,|c25141c|,|p26150|,2,|2|,|5|,,|winter shirt|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
20744,1,0,|2128|,,|c25141c|,|p26311|,2,|2|,|5|,,|winter shirt|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20749,1,0,|2857|,,|c25133c|,|p26131|,2,|2|,|5|,,|pullover, cardigan|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
20752,1,0,|2857|,,|c25133c|,|p26111|,2,|2|,|5|,,|shirt|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20753,1,0,|2857|,,|c25133c|,|p26163|,2,|2|,|5|,|pants|,|pants|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20755,1,0,|2857|,,|c25133c|,|p26482|,2,|2|,|5|,,|sandal or shoe|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|3|,5.9500,0,0.0000,,,0,0,0.0000
20759,1,0,|1670|,,|c25136c|,|p26324|,2,|2|,|5|,,|boys or girl swim suit, leotard, or costume|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|5|,5.9500,0,0.0000,,,0,0,0.0000
20777,1,0,|2857|,,|c25137c|,|p26219|,2,|2|,|5|,,|winter shirt|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20781,1,0,|2857|,,|c25137c|,|p26562|,2,|2|,|5|,,|better|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20784,1,0,|2857|,,|c25137c|,|p26259|,2,|2|,|5|,,|panties, boxers, briefs|,|11/06/1999 12:00:00 AM|,,|ASH|,,0,|1|,0.5000,0,0.0000,,,0,0,0.0000
